Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TGSRTC - 6631,Super Luxury (Non AC Seater 2+2 Push Back),23:00,3:30,04h 30m,INR 320,27 Seats available,3.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 4166,Rajdhani (AC Semi Sleeper 2+2),23:00,3:00,04h 00m,INR 389,35 Seats available,"2.8
12",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8644,Super Luxury (Non AC Seater 2+2 Push Back),23:10,3:20,04h 10m,INR 320,29 Seats available,"4.3
44",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8992,Super Luxury (Non AC Seater 2+2 Push Back),23:25,3:20,03h 55m,INR 320,26 Seats available,"4.3
18",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 64008,Rajdhani (AC Semi Sleeper 2+2),23:30,3:30,04h 00m,INR 389,34 Seats available,"3.9
69",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8805,RAJDHANI (A.C. Semi Sleeper),23:45,3:30,03h 45m,INR 389,27 Seats available,"4.0
24",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8600,Super Luxury (Non AC Seater 2+2 Push Back),23:55,5:20,05h 25m,INR 320,31 Seats available,"4.8
31",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 1323,LAHARI A/C SLEEPER CUM SEATER,23:55,3:30,03h 35m,INR 389,38 Seats available,"2.9
48",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 7646,Super Luxury (Non AC Seater 2+2 Push Back),23:55,4:00,04h 05m,INR 320,30 Seats available,"4.5
10",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
SVN TOURS & TRAVELS,A/C Semi Sleeper / Sleeper (2+1),8:20,11:15,02h 55m,551,21 Seats available,3,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Orange Tours And Travels,A/C Sleeper (2+1),17:30,21:50,04h 20m,INR 400,29 Seats available,"3.0
35",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:40,5:00,05h 20m,INR 400,29 Seats available,"3.1
12",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:40,4:00,04h 20m,404,32 Seats available,"4.2
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
BSR Tours And Travels,NON A/C Seater (2+2),23:40,6:00,06h 20m,INR 400,33 Seats available,"4.5
23",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),23:45,6:00,06h 15m,INR 400,27 Seats available,"3.5
8",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri KVR Travels,A/C Sleeper (2+1),23:58,5:00,05h 02m,INR 680,18 Seats available,3,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
SAIRAJ TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,6:15,06h 16m,INR 500,26 Seats available,4.2,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,5:00,05h 01m,INR 500,34 Seats available,"3.1
13",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),23:59,6:10,06h 11m,INR 500,26 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
SAIRAJ TRAVELS,A/C Sleeper (2+1),23:59,5:30,05h 31m,INR 800,24 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:59,5:00,05h 01m,540,19 Seats available,3.8,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,5:00,05h 01m,INR 499,25 Seats available,3.1,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),23:59,6:00,06h 01m,INR 780,17 Seats available,"4.5
9",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59,6:00,06h 01m,INR 580,30 Seats available,"4.7
17",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),0:30,5:00,04h 30m,INR 500,39 Seats available,"3.4
16",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),0:30,5:30,05h 00m,INR 550,31 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Mozo travels,A/C Seater / Sleeper (2+1),1:30,6:00,04h 30m,INR 599,27 Seats available,"4.4
4",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),18:00,21:45,03h 45m,INR 790,28 Seats available,1.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),23:55,5:25,05h 30m,INR 450,28 Seats available,"2.6
7",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),0:40,5:00,04h 20m,INR 750,27 Seats available,"2.1
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
RRR Travels,A/C Sleeper (2+1),23:50,5:30,05h 40m,INR 900,24 Seats available,"4.5
37",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Bharathi Tours & Travels,A/C Sleeper (2+1),23:59,5:00,05h 01m,891,24 Seats available,3.8,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
MAHABAHUSRIKVRTRAVELS,A/C Seater / Sleeper (2+1),2:00,6:35,04h 35m,INR 1100,38 Seats available,3.4,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Morning Star Travels,A/C Sleeper (2+1),1:30,5:00,03h 30m,INR 990,22 Seats available,1.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8620,Rajdhani (AC Semi Sleeper 2+2),7:20,11:30,04h 10m,INR 389,31 Seats available,"3.8
24",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64023,RAJDHANI (A.C. Semi Sleeper),7:20,10:30,03h 10m,INR 389,37 Seats available,"3.8
26",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8806,Super Luxury (Non AC Seater 2+2 Push Back),7:20,12:45,05h 25m,INR 320,28 Seats available,"4.6
13",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8809,Super Luxury (Non AC Seater 2+2 Push Back),7:20,11:40,04h 20m,INR 320,31 Seats available,"3.6
5",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8817,Super Luxury (Non AC Seater 2+2 Push Back),7:20,13:20,06h 00m,INR 320,29 Seats available,"4.5
8",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8645,Super Luxury (Non AC Seater 2+2 Push Back),7:20,12:20,05h 00m,INR 320,31 Seats available,"3.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64825,Super Luxury (Non AC Seater 2+2 Push Back),7:20,13:30,06h 10m,INR 320,31 Seats available,"4.6
25",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 1951,LAHARI A/C SLEEPER CUM SEATER,7:25,11:00,03h 35m,INR 389,38 Seats available,"3.8
48",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 6923,Super Luxury (Non AC Seater 2+2 Push Back),7:25,11:20,03h 55m,INR 320,31 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8955,Super Luxury (Non AC Seater 2+2 Push Back),7:25,13:30,06h 05m,INR 320,31 Seats available,"3.4
10",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64009,RAJADHANI AC (CONVERTED METRO LUXURY),7:45,13:00,05h 15m,INR 389,31 Seats available,"4.1
32",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64594,Super Luxury (Non AC Seater 2+2 Push Back),8:25,14:25,06h 00m,INR 320,30 Seats available,"2.6
12",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8922,Super Luxury (Non AC Seater 2+2 Push Back),8:30,13:00,04h 30m,INR 320,31 Seats available,"3.4
8",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8654,RAJADHANI AC (CONVERTED METRO LUXURY),8:30,12:30,04h 00m,INR 389,31 Seats available,"3.5
35",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64557,Deluxe (Non AC Seater 2+2),8:45,13:50,05h 05m,INR 281,37 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8818,Super Luxury (Non AC Seater 2+2 Push Back),9:20,15:30,06h 10m,INR 320,30 Seats available,"2.5
6",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8612,Super Luxury (Non AC Seater 2+2 Push Back),9:30,13:50,04h 20m,INR 320,31 Seats available,"3.8
9",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8689,Rajdhani (AC Semi Sleeper 2+2),9:30,13:30,04h 00m,INR 389,42 Seats available,"4.0
19",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 7647,Super Luxury (Non AC Seater 2+2 Push Back),9:30,15:20,05h 50m,INR 320,31 Seats available,"3.0
10",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64529,Super Luxury (Non AC Seater 2+2 Push Back),9:55,15:55,06h 00m,INR 320,31 Seats available,"3.5
11",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 1322,LAHARI A/C SLEEPER CUM SEATER,10:25,16:20,05h 55m,INR 389,41 Seats available,"3.7
41",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8695,RAJADHANI AC (CONVERTED METRO LUXURY),10:30,14:30,04h 00m,INR 389,34 Seats available,"3.4
17",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8719,Super Luxury (Non AC Seater 2+2 Push Back),10:30,15:00,04h 30m,INR 320,25 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8604,Rajdhani (AC Semi Sleeper 2+2),11:30,15:30,04h 00m,INR 389,36 Seats available,"2.8
28",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8735,Super Luxury (Non AC Seater 2+2 Push Back),11:30,16:00,04h 30m,INR 320,31 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8850,Super Luxury (Non AC Seater 2+2 Push Back),11:45,18:10,06h 25m,INR 320,30 Seats available,"4.4
12",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8634,Super Luxury (Non AC Seater 2+2 Push Back),11:50,16:10,04h 20m,INR 320,31 Seats available,"3.7
11",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64526,Super Luxury (Non AC Seater 2+2 Push Back),11:55,17:55,06h 00m,INR 320,30 Seats available,"3.3
22",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64017,Rajdhani (AC Semi Sleeper 2+2),12:30,16:30,04h 00m,INR 389,31 Seats available,"3.4
5",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8743,Super Luxury (Non AC Seater 2+2 Push Back),12:30,17:15,04h 45m,INR 320,31 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8632,Rajdhani (AC Semi Sleeper 2+2),13:00,18:30,05h 30m,INR 389,35 Seats available,"3.6
46",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8660,RAJDHANI (A.C. Semi Sleeper),13:30,17:30,04h 00m,INR 389,36 Seats available,"2.8
54",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 6946,Super Luxury (Non AC Seater 2+2 Push Back),13:50,18:45,04h 55m,INR 320,31 Seats available,"4.0
20",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64188,Super Luxury (Non AC Seater 2+2 Push Back),14:00,18:40,04h 40m,INR 320,31 Seats available,"2.8
18",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64958,Super Luxury (Non AC Seater 2+2 Push Back),14:20,18:50,04h 30m,INR 320,31 Seats available,"4.7
11",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,20:30,05h 30m,INR 389,36 Seats available,"2.5
48",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55,21:10,05h 15m,INR 389,38 Seats available,"2.5
48",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64001,Rajdhani (AC Semi Sleeper 2+2),16:00,21:00,05h 00m,INR 389,32 Seats available,"3.5
14",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8648,Rajdhani (AC Semi Sleeper 2+2),16:30,20:00,03h 30m,INR 389,29 Seats available,"3.8
41",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64828,Super Luxury (Non AC Seater 2+2 Push Back),16:30,21:00,04h 30m,INR 320,29 Seats available,"4.0
11",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8869,Super Luxury (Non AC Seater 2+2 Push Back),17:40,22:00,04h 20m,INR 320,1 Seat available,"4.7
12",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64363,Super Luxury (Non AC Seater 2+2 Push Back),17:50,22:20,04h 30m,INR 320,29 Seats available,"4.1
13",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8682,Rajdhani (AC Semi Sleeper 2+2),18:30,22:00,03h 30m,INR 389,37 Seats available,"3.6
37",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8618,Super Luxury (Non AC Seater 2+2 Push Back),18:40,23:00,04h 20m,INR 320,30 Seats available,"4.4
22",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64021,RAJDHANI (A.C. Semi Sleeper),19:30,23:00,03h 30m,INR 389,36 Seats available,"4.3
56",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 7645,Super Luxury (Non AC Seater 2+2 Push Back),19:30,1:45,06h 15m,INR 320,31 Seats available,"1.9
13",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8601,Super Luxury (Non AC Seater 2+2 Push Back),19:40,23:45,04h 05m,INR 320,31 Seats available,"3.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8804,RAJDHANI (A.C. Semi Sleeper),20:35,2:20,05h 45m,INR 389,27 Seats available,"3.8
24",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
