Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),21:15,6:30,09h 15m,INR 579,18 Seats available,"4.4
184",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),21:30,5:30,08h 00m,INR 1199,30 Seats available,"4.4
154",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,7:15,09h 00m,INR 539,22 Seats available,"4.2
446",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),21:30,5:15,07h 45m,INR 999,27 Seats available,"4.3
199",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Fouji travels,A/C Seater / Sleeper (2+1),23:30,7:00,07h 30m,INR 499,24 Seats available,"4.1
602",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),20:35,4:10,07h 35m,INR 1000,26 Seats available,"4.2
190",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:40,7:00,08h 20m,INR 1399,37 Seats available,"4.3
635",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),20:20,4:35,08h 15m,INR 1199,21 Seats available,"4.5
78",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,5:00,08h 30m,959,30 Seats available,"4.2
112",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),21:00,4:30,07h 30m,INR 1350,11 Seats available,"4.1
144",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Fouji travels,A/C Seater / Sleeper (2+1),21:15,4:30,07h 15m,INR 899,26 Seats available,"4.0
197",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:35,7:30,07h 55m,987,30 Seats available,"4.1
101",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),19:20,3:10,07h 50m,INR 1199,23 Seats available,"4.5
64",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),22:45,6:45,08h 00m,INR 549,34 Seats available,"4.1
772",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:30,4:00,08h 30m,950,25 Seats available,"4.0
124",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+1),21:35,5:25,07h 50m,INR 799,33 Seats available,"3.9
198",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),16:30,1:25,08h 55m,INR 1599,2 Seats available,"4.6
57",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:20,2:10,07h 50m,INR 1199,24 Seats available,"4.1
90",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),13:40,20:30,06h 50m,INR 599,22 Seats available,"4.1
564",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Ashok Bus Service,VE A/C Sleeper (2+1),22:30,7:30,09h 00m,INR 599,38 Seats available,"3.7
418",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
VGO BUS,VE A/C Seater / Sleeper (2+1),22:35,6:35,08h 00m,INR 799,14 Seats available,"3.8
161",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40,6:55,09h 15m,INR 519,25 Seats available,"4.1
81",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),13:50,21:00,07h 10m,INR 1000,6 Seats available,"3.7
223",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),18:00,2:20,08h 20m,INR 700,27 Seats available,"3.9
96",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Saarthi Travels India,A/C Seater / Sleeper (2+1),19:30,4:00,08h 30m,INR 1299,20 Seats available,New,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Shobha Bus Service,A/C Sleeper (2+1),20:10,3:30,07h 20m,INR 1098,28 Seats available,New,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Tiwari Tour and Travels,A/C Sleeper (2+1),20:35,4:45,08h 10m,INR 1699,36 Seats available,New,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),18:30,3:00,08h 30m,1045,23 Seats available,"4.5
47",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,6:05,09h 05m,INR 1329,7 Seats available,"4.8
34",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RYS Travels,Bharat Benz A/C Seater / Sleeper (2+2),21:15,7:15,10h 00m,449,11 Seats available,"1.2
7",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,6:50,09h 20m,INR 899,25 Seats available,"4.5
40",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,5:20,08h 50m,903,31 Seats available,"4.4
44",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),16:30,1:25,08h 55m,INR 999,8 Seats available,"4.0
62",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Panwar tour and Travels,A/C Seater / Sleeper (2+1),23:55,7:40,07h 45m,890,16 Seats available,"1.4
20",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Yolo Bus,Bharat Benz A/C Sleeper (2+1),23:07,6:50,07h 43m,INR 870,15 Seats available,"4.9
25",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:00,4:05,09h 05m,INR 1209,17 Seats available,"4.4
40",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:30,5:35,09h 05m,INR 1109,31 Seats available,"4.5
36",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Fouji travels,A/C Seater / Sleeper (2+1),20:00,3:00,07h 00m,INR 899,23 Seats available,"4.1
53",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Hare Rama Travels,A/C Seater/Sleeper (2+1),23:15,7:15,08h 00m,INR 599,29 Seats available,"3.3
199",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),18:00,2:50,08h 50m,976,16 Seats available,"4.5
67",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),16:05,0:45,08h 40m,INR 1399,2 Seats available,"3.6
80",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+1),21:00,4:50,07h 50m,INR 900,34 Seats available,"3.7
70",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),22:30,6:30,08h 00m,INR 699,32 Seats available,"3.1
321",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),17:00,1:30,08h 30m,INR 1299,15 Seats available,"4.4
34",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Sleeper (2+1),17:20,1:10,07h 50m,INR 1299,20 Seats available,"3.9
55",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),21:15,5:05,07h 50m,INR 1699,7 Seats available,"4.2
39",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:00,6:00,08h 00m,INR 999,25 Seats available,"4.2
35",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),20:00,4:00,08h 00m,INR 999,20 Seats available,"3.7
56",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Ashok Bus Service,VE A/C Sleeper (2+1),23:15,8:30,09h 15m,INR 599,50 Seats available,"3.0
169",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Tourist Point,A/C Seater / Sleeper (2+2),20:15,5:30,09h 15m,INR 789,21 Seats available,"4.3
30",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,A/C Seater/Sleeper (2+1),19:00,3:15,08h 15m,INR 999,19 Seats available,"4.0
40",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),18:00,4:05,10h 05m,INR 1349,10 Seats available,"3.9
42",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,VE A/C Seater / Sleeper (2+2),19:00,4:30,09h 30m,855,32 Seats available,"4.2
28",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),20:15,4:00,07h 45m,INR 952,29 Seats available,"3.6
51",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+1),19:30,4:15,08h 45m,INR 900,34 Seats available,"3.8
41",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),16:45,1:35,08h 50m,INR 1359,12 Seats available,"4.1
28",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+1),21:00,5:00,08h 00m,INR 799,18 Seats available,"3.8
30",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:40,4:30,07h 50m,891,24 Seats available,"3.9
38",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,A/C Sleeper (2+1),23:50,8:00,08h 10m,INR 1129,12 Seats available,"4.9
10",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,4:30,08h 30m,INR 904,17 Seats available,"4.1
23",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,A/C Seater/Sleeper (2+1),20:30,4:45,08h 15m,INR 919,17 Seats available,"3.9
26",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),19:00,4:11,09h 11m,INR 900,32 Seats available,"4.5
14",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:15,5:00,08h 45m,INR 709,20 Seats available,"4.1
20",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Krishna Travels,A/C Seater/Sleeper (2+1),17:10,0:40,07h 30m,INR 699,29 Seats available,"3.3
43",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),21:10,4:25,07h 15m,INR 1399,37 Seats available,"4.6
8",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),19:05,3:00,07h 55m,INR 799,31 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),18:00,2:00,08h 00m,INR 999,24 Seats available,"3.9
11",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Krishna Travels,A/C Seater / Sleeper (2+2),20:00,4:29,08h 29m,INR 899,41 Seats available,"3.8
11",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Fouji travels,Bharat Benz A/C Seater / Sleeper (2+2),20:15,3:30,07h 15m,INR 899,25 Seats available,"3.3
17",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,VE A/C Seater / Sleeper (2+2),21:00,6:00,09h 00m,855,46 Seats available,"3.1
19",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),21:00,4:45,07h 45m,INR 999,21 Seats available,"4.6
4",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
SVD TRAVELS & TRANSPORT LLP,VE A/C Seater / Sleeper (2+1),20:00,3:30,07h 30m,INR 899,21 Seats available,"3.6
11",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
BSS COOL COOL TRAVELS,A/C Sleeper (2+2),20:30,4:00,07h 30m,INR 1199,40 Seats available,"3.3
11",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
KST Travels,A/C Seater / Sleeper (2+2),19:20,3:00,07h 40m,INR 849,16 Seats available,"3.6
8",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
DIVA BUS,AC Sleeper (2+1),16:00,23:55,07h 55m,INR 3333.33,36 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
FlixBus,Bharat Benz A/C Seater (2+2),23:00,7:40,08h 40m,INR 797.32,14 Seats available,"4.3
44",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),21:30,5:00,07h 30m,INR 699,32 Seats available,"3.2
384",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Revanta Roadlines,A/C Seater / Sleeper (2+2),21:15,5:25,08h 10m,2700,48 Seats available,"3.2
15",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
KN Nehra Travels,A/C Seater / Sleeper (2+1),22:00,6:00,08h 00m,INR 699,26 Seats available,"2.9
17",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),23:25,7:30,08h 05m,INR 640,19 Seats available,"2.9
12",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
E Bus India,A/C Seater/Sleeper (2+1),17:30,2:00,08h 30m,INR 1099,3 Seats available,"3.4
4",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Shree Saroj Travels,A/C Seater / Sleeper (2+2),21:40,4:15,06h 35m,INR 799,37 Seats available,"2.2
29",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
HIGHWAY STAR TRAVEL & CARGO,A/C Seater / Sleeper (2+1),23:00,6:30,07h 30m,1234,22 Seats available,"2.9
14",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),22:05,6:10,08h 05m,INR 699,40 Seats available,"2.0
15",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Shakmbhari Travels,A/C Seater / Sleeper (2+1),22:00,6:30,08h 30m,INR 844,31 Seats available,"1.5
6",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),16:20,23:40,07h 20m,INR 999,8 Seats available,"2.9
5",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Ashok Travels,A/C Seater/Sleeper (2+1),19:30,4:30,09h 00m,900,17 Seats available,2.3,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
JMD Travels,A/C Seater / Sleeper (2+2),18:00,2:00,08h 00m,INR 999,13 Seats available,"1.6
4",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
KST Travels,A/C Seater / Sleeper (2+1),22:25,5:20,06h 55m,INR 899,22 Seats available,"2.3
5",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),23:58,8:51,08h 53m,INR 999,25 Seats available,"1.4
8",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),23:30,7:00,07h 30m,INR 799,30 Seats available,"1.3
6",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
SAANVI TRAVELS,A/C Seater / Sleeper (2+2),23:59,8:00,08h 01m,INR 799,49 Seats available,"1.2
5",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
KST Travels,A/C Seater / Sleeper (2+2),17:45,1:00,07h 15m,INR 699,39 Seats available,"1.2
19",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:30,6:00,07h 30m,1300,20 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater (2+2),21:20,5:10,07h 50m,INR 999,45 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),19:45,5:05,09h 20m,INR 1329,16 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
International Tourist Centre,A/C Seater / Sleeper (2+2),21:00,4:45,07h 45m,INR 1299,28 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
