Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
HRTC - 1516,A/C Executive (2+3),15:00,18:50,03h 50m,INR 340,30 Seats available,"4.2
132",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1468,Ordinary 3+2 Non AC Seater,15:30,21:20,05h 50m,INR 302,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1546,Ordinary 3+2 Non AC Seater,16:25,21:15,04h 50m,INR 334,27 Seats available,"2.5
6",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 9235,A/C Executive (2+3),16:40,22:00,05h 20m,INR 399,44 Seats available,"4.7
15",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 401670,Ordinary 3+2 Non AC Seater,18:00,22:00,04h 00m,INR 310,37 Seats available,"3.0
27",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,1:00,06h 45m,INR 362,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,2:00,09h 30m,INR 1117,29 Seats available,"2.6
24",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,4:30,08h 00m,759,27 Seats available,"4.5
703",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,5:10,08h 40m,655,32 Seats available,"4.6
521",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:30,5:00,07h 30m,618,14 Seats available,"4.0
427",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,5:30,08h 00m,603,13 Seats available,"4.7
956",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,5:00,07h 00m,450,21 Seats available,"4.1
281",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,5:30,07h 00m,673,28 Seats available,"3.7
431",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),23:00,7:00,08h 00m,583,25 Seats available,"3.5
71",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,5:15,08h 00m,846,11 Seats available,"4.7
403",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,5:30,09h 10m,1234,17 Seats available,"4.5
437",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:05,6:30,08h 25m,1088,2 Seats available,"4.7
72",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,6:40,08h 40m,1121,7 Seats available,"4.5
74",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Northern Travels,Volvo A/C Semi Sleeper (2+2),21:45,5:30,07h 45m,INR 1050,30 Seats available,"4.0
67",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),22:30,6:30,08h 00m,1006,10 Seats available,"4.6
6",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:00,7:00,08h 00m,1006,10 Seats available,4.6,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Northern Travels,Volvo A/C Semi Sleeper (2+2),22:00,5:45,07h 45m,INR 1300,41 Seats available,3.8,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,5:55,08h 35m,618,19 Seats available,"4.7
389",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,5:55,08h 10m,618,27 Seats available,"4.7
102",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,6:10,09h 10m,569,30 Seats available,"4.4
404",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,6:15,08h 45m,557,22 Seats available,"4.8
82",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Northern Travels,Volvo A/C Semi Sleeper (2+2),21:30,6:40,09h 10m,INR 510,28 Seats available,"3.8
35",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),20:45,5:05,08h 20m,874,31 Seats available,"4.6
4",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),21:00,5:20,08h 20m,874,29 Seats available,"4.1
6",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
FlixBus,Volvo A/C Seater (2+2),18:40,1:10,06h 30m,INR 1033.93,3 Seats available,"4.8
4",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,1:00,05h 50m,949,15 Seats available,"4.8
39",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,23:55,04h 20m,949,21 Seats available,"4.5
56",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,1:00,05h 15m,990,11 Seats available,"5.0
8",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),19:45,1:00,05h 15m,INR 1219,9 Seats available,3,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,1:40,05h 40m,1159,10 Seats available,"4.9
9",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,1:45,05h 30m,836,3 Seats available,4.8,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),20:10,23:59,03h 49m,949,5 Seats available,3.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,0:50,04h 50m,989,15 Seats available,3.7,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:10,1:15,05h 05m,INR 1030,2 Seats available,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:10,1:05,04h 55m,1197,28 Seats available,"5.0
26",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),20:40,1:30,04h 50m,900,4 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
BIR BILLING TRAVELS,Volvo A/C Semi Sleeper (2+2),20:30,1:00,04h 30m,1017,9 Seats available,4.2,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:35,1:15,04h 40m,1226,18 Seats available,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
FlixBus,Volvo A/C Seater (2+2),20:40,2:45,06h 05m,INR 739.29,5 Seats available,4,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:45,1:30,04h 45m,INR 800,16 Seats available,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:45,2:00,05h 15m,949,18 Seats available,"4.4
8",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),22:00,2:30,04h 30m,989,25 Seats available,4.2,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:10,1:50,04h 40m,1187,30 Seats available,"4.9
12",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
FlixBus,Volvo A/C Seater (2+2),21:20,2:45,05h 25m,INR 497.32,9 Seats available,4,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:45,2:35,04h 50m,949,17 Seats available,"5.0
14",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),22:15,2:40,04h 25m,1162,32 Seats available,"4.8
15",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),22:00,2:50,04h 50m,1234,16 Seats available,"3.6
8",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,3:20,04h 50m,1139,28 Seats available,"4.8
29",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,1:50,05h 20m,1472,1 Seat available,"4.7
6",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),22:15,2:45,04h 30m,2169,1 Seat available,"4.8
7",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1003,Ordinary 3+2 Non AC Seater,14:30,2:20,11h 50m,INR 661,29 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,3:15,12h 15m,INR 637,36 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1024,A/C Executive (2+3),16:20,4:15,11h 55m,INR 692,42 Seats available,"3.2
12",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1001,A/C Executive (2+3),17:15,4:00,10h 45m,INR 692,44 Seats available,"2.7
26",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,4:00,10h 20m,INR 1181,16 Seats available,"4.3
39",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1007,Ordinary 3+2 Non AC Seater,19:00,5:40,10h 40m,INR 637,37 Seats available,"4.4
45",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1028,A/C Executive (2+3),20:15,7:15,11h 00m,INR 673,28 Seats available,"3.5
97",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
RSRTC - 183801,Express Non AC Seater 2+3,15:30,21:00,05h 30m,INR 320,42 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),12:55,18:55,06h 00m,449,29 Seats available,"3.3
14",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater/Sleeper (2+1),13:00,18:25,05h 25m,684,6 Seats available,"4.2
107",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,A/C Seater (2+2),14:30,19:35,05h 05m,425,27 Seats available,"3.8
385",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,A/C Seater (2+2),15:30,20:35,05h 05m,425,30 Seats available,"4.0
373",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,AC Seater (2+2),16:00,22:10,06h 10m,INR 225,32 Seats available,"4.3
192",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,0:15,06h 15m,495,35 Seats available,3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,A/C Seater (2+2),16:30,21:55,05h 25m,371,40 Seats available,"3.9
210",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,23:00,06h 00m,360,31 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,22:50,05h 50m,475,39 Seats available,"4.6
306",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:30,23:30,06h 00m,466,27 Seats available,"4.8
368",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,570,30 Seats available,"4.3
165",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,A/C Seater (2+2),17:30,22:35,05h 05m,371,40 Seats available,"4.0
347",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,23:30,05h 30m,475,43 Seats available,"4.7
112",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,Bharat Benz A/C Seater (2+2),18:00,0:05,06h 05m,INR 304.46,14 Seats available,"3.2
7",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Holiday Appeal Private Limited,Bharat Benz A/C Semi Sleeper (2+2),18:00,22:45,04h 45m,INR 699,32 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Ashok Bus Service,VE A/C Seater / Sleeper (2+1),18:20,23:55,05h 35m,600,29 Seats available,"3.5
7",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),18:20,23:55,05h 35m,333,32 Seats available,4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),18:30,23:50,05h 20m,INR 719,19 Seats available,"4.1
9",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,23:50,05h 20m,675,16 Seats available,"4.5
40",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Zakir Flights,Volvo A/C Semi Sleeper (2+2),19:00,0:30,05h 30m,719,31 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),18:30,0:05,05h 35m,627,20 Seats available,"3.9
19",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),18:30,23:45,05h 15m,475,43 Seats available,"4.6
180",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),19:00,0:45,05h 45m,495,35 Seats available,3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:30,23:30,05h 00m,512,38 Seats available,"3.6
12",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,AC Seater (2+2),18:35,0:50,06h 15m,INR 454.46,21 Seats available,4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),19:30,1:00,05h 30m,450,31 Seats available,3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
RK Holiday,A/C Seater / Sleeper (2+2),18:40,23:20,04h 40m,INR 595,40 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Reo India Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),18:45,23:09,04h 24m,475,33 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),20:45,2:00,05h 15m,540,32 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,0:15,05h 15m,INR 499,23 Seats available,"4.4
46",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:25,1:05,05h 40m,540,36 Seats available,"3.4
4",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),20:15,1:10,04h 55m,485,30 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),20:15,0:45,04h 30m,494,30 Seats available,3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
TRAVELLING INDIA,Volvo A/C Semi Sleeper (2+2),19:00,0:40,05h 40m,INR 499,29 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),21:40,2:35,04h 55m,459,41 Seats available,"3.9
43",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,3:00,04h 30m,450,27 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,23:55,04h 55m,INR 499,22 Seats available,"4.6
149",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:40,3:00,04h 20m,540,33 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Metahills holidays,Scania A/C Semi Sleeper (2+2),19:00,22:21,03h 21m,513,35 Seats available,3.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,23:55,04h 55m,INR 499,24 Seats available,"4.4
113",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Awadh Travels,A/C Sleeper (2+2),21:10,2:30,05h 20m,693,44 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),19:00,0:00,05h 00m,618,36 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
zingbus Maxx,Volvo 9600 Multi Axle Semi-Sleeper (2+2),22:00,3:15,05h 15m,540,40 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
PAL Travel Lines,Scania A/C Semi Sleeper (2+2),20:35,1:05,04h 30m,674,31 Seats available,3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,1:05,05h 35m,428,26 Seats available,"4.5
61",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,1:45,05h 30m,611,14 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,2:45,04h 15m,450,27 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
