Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00,12:00,17h 00m,INR 1000,20 Seats available,"3.6
150",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (40),A/C Sleeper (2+1),20:00,13:15,17h 15m,INR 1010,23 Seats available,"3.4
165",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin travel house,A/C Sleeper (2+1),17:45,10:45,17h 00m,INR 1010,29 Seats available,"3.6
139",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (39),A/C Sleeper (2+1),15:45,08:30,16h 45m,INR 1010,28 Seats available,"3.6
191",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Atmaram Manish Travels,A/C Sleeper (2+1),16:50,09:15,16h 25m,INR 1000,8 Seats available,"3.9
18",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Konkan Travels National,NON A/C Sleeper (2+1),19:25,09:45,14h 20m,INR 800,5 Seats available,"3.8
125",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Naik Tours And Travels,NON A/C Sleeper (2+1),14:25,06:45,16h 20m,INR 800,19 Seats available,"3.8
77",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubhra Sharma Tourist Service,A/C Sleeper (2+1),16:50,10:20,17h 30m,INR 1000,18 Seats available,"3.8
8",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Atmaram Manish Travels,A/C Sleeper (2+1),16:50,09:05,16h 15m,INR 1000,7 Seats available,"3.3
15",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Atmaram Travels,NON A/C Sleeper (2+1),16:45,09:00,16h 15m,INR 1000,7 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Sanvi Travels - Shree,A/C Sleeper (2+1),17:00,09:30,16h 30m,INR 1000,13 Seats available,"3.6
53",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Sanvi Travels - Shree,A/C Sleeper (2+1),19:00,10:00,15h 00m,INR 5000,30 Seats available,3.9,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Vaibhav travels,A/C Sleeper (2+1),18:00,12:00,18h 00m,INR 1000,23 Seats available,"3.8
200",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubham Saijyoti Travels,A/C Sleeper (2+1),19:30,11:30,16h 00m,INR 1000,22 Seats available,"3.7
30",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubham Vailankanni Travels,VE A/C Sleeper (2+1),21:00,12:35,15h 35m,INR 1000,29 Seats available,"3.3
214",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin travel house,Bharat Benz A/C Sleeper (2+1),21:30,13:15,15h 45m,INR 1110,22 Seats available,"3.7
104",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
PVS Tours and Travels,A/C Seater Push Back (2+2),19:50,10:00,14h 10m,INR 900,26 Seats available,3.4,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shivrameshwar Bane Tours & Travels,A/C Sleeper (2+1),15:30,07:45,16h 15m,INR 5000,30 Seats available,3.8,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shivrameshwar Bane Tours & Travels,A/C Sleeper (2+1),18:00,10:15,16h 15m,INR 5000,30 Seats available,3.8,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin travel house,A/C Sleeper (2+1),19:00,11:45,16h 45m,INR 1010,22 Seats available,"3.1
45",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Vaibhav travels,A/C Sleeper (2+1),19:15,11:30,16h 15m,INR 3000,36 Seats available,3.1,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
PVS Tours and Travels,A/C Sleeper (2+1),20:05,10:15,14h 10m,INR 1000,23 Seats available,3.4,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Manish Muskaan Travels,NON A/C Sleeper (2+1),16:30,07:30,15h 00m,INR 1000,23 Seats available,"1.4
13",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Konkan Travels Mujawar,NON A/C Sleeper (2+1),18:50,11:45,16h 55m,INR 800,6 Seats available,"2.6
19",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Abhishek Vishal Travels,A/C Sleeper (2+1),16:00,08:40,16h 40m,INR 1199,17 Seats available,"2.1
10",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
VRL Travels,A/C Sleeper (2+1),19:00,09:45,14h 45m,INR 1000,13 Seats available,"2.8
127",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Jolly Tours and Travels,A/C Sleeper (2+1),18:30,07:05,12h 35m,INR 2000,20 Seats available,"2.3
70",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Mascot Travels(Patil),A/C Sleeper (2+1),16:15,09:15,17h 00m,INR 1000,27 Seats available,"2.3
17",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Manish Muskaan Travels,NON A/C Sleeper (2+1),17:00,08:00,15h 00m,INR 849,30 Seats available,2.3,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
PVS Tours and Travels,A/C Sleeper (2+1),20:05,10:15,14h 10m,INR 1000,18 Seats available,"2.6
7",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
AAINATH TRAVELS,A/C Sleeper (2+1),15:10,07:00,15h 50m,INR 999,14 Seats available,"1.1
29",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
GANESH PRASAD TRAVELS,NON A/C Seater (2+2),20:00,09:55,13h 55m,INR 2500,49 Seats available,2.5,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
GANESH PRASAD TRAVELS,A/C Seater (2+2),21:00,10:55,13h 55m,INR 2500,49 Seats available,2.5,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
SAI BHAKTI HOLIDAYS,A/C Sleeper (2+1),17:30,11:00,17h 30m,INR 5000,30 Seats available,2.2,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
SAI BHAKTI HOLIDAYS,A/C Sleeper (2+1),15:30,09:00,17h 30m,INR 5000,30 Seats available,2.2,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30,08:00,13h 30m,INR 1100,3 Seats available,"4.2
331",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,06:15,14h 45m,INR 1450,21 Seats available,"4.1
13",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Vishal),A/C Sleeper (2+1),17:30,08:30,15h 00m,INR 1299,17 Seats available,"4.3
29",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
AdJolly Tours and Travels,VE A/C Sleeper (2+1),18:25,06:30,12h 05m,INR 1700,18 Seats available,"3.9
143",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,11:05,15h 05m,INR 1250,15 Seats available,"4.1
303",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Naik Tours And Travels,NON A/C Sleeper (2+1),16:20,06:45,14h 25m,INR 1500,10 Seats available,"4.3
82",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),18:30,09:00,14h 30m,INR 1609,11 Seats available,"4.2
397",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),19:30,09:40,14h 10m,INR 1585,12 Seats available,"4.5
429",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Rajdhani Travels Corporation,A/C Sleeper (2+1),18:30,06:15,11h 45m,1500,13 Seats available,4.2,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Sai Travels - SaI Jyoti,A/C Sleeper (2+1),18:30,08:00,13h 30m,INR 1200,16 Seats available,"4.2
6",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),21:00,11:20,14h 20m,INR 1609,13 Seats available,"4.2
357",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),16:25,06:55,14h 30m,INR 1300,3 Seats available,"4.9
15",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,VE A/C Sleeper (2+1),20:25,11:55,15h 30m,1484,5 Seats available,"4.5
556",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
"National Travels,Goa",NON A/C Sleeper (2+1),18:30,07:30,13h 00m,INR 1300,1 Seat available,"4.1
220",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:30,08:10,12h 40m,1500,1 Seat available,"4.2
273",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,05:00,15h 00m,INR 1499,20 Seats available,"4.0
318",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
"National Travels,Goa",A/C Sleeper (2+1),19:30,10:30,15h 00m,INR 1400,6 Seats available,"4.2
227",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,09:35,14h 35m,INR 1250,19 Seats available,"4.0
247",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:30,10:10,14h 40m,INR 1199,25 Seats available,"4.0
55",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:00,05:50,14h 50m,INR 1399,21 Seats available,"4.0
292",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:00,11:20,14h 20m,7600,1 Seat available,4.4,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels(M.Dev),A/C Sleeper (2+1),21:02,10:27,13h 25m,INR 1199,29 Seats available,"3.4
184",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Vishal),Non AC Seater (2+2),18:10,09:20,15h 10m,INR 850,4 Seats available,"3.8
88",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,07:15,14h 45m,INR 1299,21 Seats available,"3.8
287",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Manish Patil Travels,A/C Sleeper (2+1),17:00,07:00,14h 00m,INR 1400,4 Seats available,"3.3
13",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
VRL Travels,A/C Sleeper (2+1),19:30,10:00,14h 30m,INR 1800,11 Seats available,"3.5
132",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,12:30,14h 00m,INR 1599,26 Seats available,"3.8
165",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Manish Travels,A/C Sleeper (2+1),19:30,09:30,14h 00m,INR 1400,6 Seats available,"3.8
16",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),20:40,11:00,14h 20m,INR 1200,10 Seats available,"3.8
224",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30,11:05,16h 35m,INR 1250,17 Seats available,"3.4
141",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Manish Sharma Travels,A/C Sleeper (2+1),21:30,11:20,13h 50m,INR 1500,1 Seat available,"3.0
13",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Jay khodiyar travels,VE A/C Sleeper (2+1),15:30,07:00,15h 30m,INR 1400,22 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,12:41,14h 10m,INR 1250,26 Seats available,"3.5
50",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,12:35,14h 35m,INR 1200,29 Seats available,"3.8
335",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Jolly Tours and Travels,A/C Seater (2+2),19:25,07:30,12h 05m,INR 1800,40 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Manish Travels,Non AC Seater (2+2),18:30,09:00,14h 30m,INR 800,23 Seats available,"2.7
26",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Jolly Tours and Travels,A/C Sleeper (2+1),19:25,07:30,12h 05m,INR 1450,26 Seats available,"2.3
54",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Kokan Holidays - Muskan,NON A/C Sleeper (2+1),16:00,06:30,14h 30m,INR 3000,26 Seats available,1.8,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Roshan Travels,Benz A/C Sleeper (2+1),17:00,08:20,15h 20m,INR 3500,30 Seats available,2.8,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
GANESH PRASAD TRAVELS,A/C Seater (2+2),18:20,08:10,13h 50m,INR 2500,49 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
GANESH PRASAD TRAVELS,NON A/C Seater (2+2),17:00,08:10,15h 10m,INR 2000,49 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,19:45,03h 45m,INR 170,18 Seats available,"4.2
78",https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
PVS Tours and Travels,A/C Sleeper (2+1),11:05,16:05,05h 00m,INR 1598,7 Seats available,3.4,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
S R Travels,NON A/C Sleeper (2+1),01:00,06:00,05h 00m,INR 799,1 Seat available,"2.4
17",https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
Kadamba Transport Corporation Limited (KTCL) - 141293,Volvo AC Seater 2+2,19:45,08:15,12h 30m,INR 800,28 Seats available,"3.8
239",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),21:20,09:25,12h 05m,INR 999,16 Seats available,"4.5
411",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
VRL Travels,NON A/C Sleeper (2+1),20:00,09:30,13h 30m,INR 900,18 Seats available,"4.0
106",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),20:15,08:45,12h 30m,INR 999,17 Seats available,"4.3
188",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00,10:15,13h 15m,INR 1099,16 Seats available,"4.4
473",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
IntrCity SmartBus,AC Sleeper (2+1),21:30,11:20,13h 50m,INR 815,30 Seats available,"4.0
167",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Jolly Tours and Travels,A/C Sleeper (2+1),21:30,09:30,12h 00m,INR 900,12 Seats available,"4.3
38",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Rajat Travels,A/C Seater / Sleeper (2+1),21:20,10:30,13h 10m,675,26 Seats available,"3.5
13",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),21:00,10:00,13h 00m,INR 1150,2 Seats available,"4.2
463",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Jolly Tours and Travels,A/C Sleeper (2+1),21:20,08:30,11h 10m,INR 950,13 Seats available,"4.3
32",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Butterfly Holidays,VE A/C Sleeper (2+1),21:10,10:00,12h 50m,INR 3999,32 Seats available,"4.5
28",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),18:00,07:30,13h 30m,INR 800,23 Seats available,"3.3
275",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),22:20,10:25,12h 05m,INR 1000,24 Seats available,"3.9
365",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
IntrCity SmartBus,AC Sleeper (2+1),20:30,10:40,14h 10m,INR 799,29 Seats available,"3.8
396",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sugama Tourist,NON A/C Sleeper (2+1),20:00,08:15,12h 15m,855,14 Seats available,"3.6
51",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
National travels,Bharat Benz A/C Sleeper (2+1),22:15,09:30,11h 15m,INR 1057,24 Seats available,"3.9
6",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,A/C Sleeper (2+1),21:15,10:15,13h 00m,INR 1000,28 Seats available,"3.0
142",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Northern Travels,Bharat Benz A/C Sleeper (2+1),22:00,10:30,12h 30m,INR 750,23 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Limousine Tours & Travels,A/C Sleeper (2+1),20:20,09:30,13h 10m,INR 850,18 Seats available,"3.6
31",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
PSR Travels Goa,A/C Seater / Sleeper (2+1),21:00,10:30,13h 30m,INR 2699,33 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
DA Transports,A/C Sleeper (2+1),20:15,08:00,11h 45m,INR 1999,36 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
National travels,Bharat Benz A/C Sleeper (2+1),21:15,10:30,13h 15m,INR 950,29 Seats available,"3.1
14",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,A/C Sleeper (2+1),22:30,11:30,13h 00m,INR 1000,29 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
SRS Travels,NON AC Seater / Sleeper 2+1,20:00,09:15,13h 15m,INR 699,20 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
National travels,Bharat Benz A/C Sleeper (2+1),21:15,10:30,13h 15m,INR 857,15 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
VRL Travels,A/C Sleeper (2+1),21:00,10:45,13h 45m,INR 900,23 Seats available,"2.6
72",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Anand Travels,NON A/C Sleeper (2+1),18:30,05:30,11h 00m,817,19 Seats available,"2.7
259",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),20:30,10:30,14h 00m,INR 800,30 Seats available,"2.7
204",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
VRL Travels,A/C Seater / Sleeper (2+1),19:30,09:15,13h 45m,INR 700,20 Seats available,"2.1
75",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,12:30,13h 00m,INR 800,37 Seats available,"2.7
159",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
GOWTHAMI TOURS AND TRAVELS,Volvo Multi-Axle A/C (2+1),20:25,07:00,10h 35m,2850,30 Seats available,2.7,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sugama Tourist,NON A/C Sleeper (2+1),20:00,07:45,11h 45m,INR 700,11 Seats available,"2.5
19",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
GOWTHAMI TOURS AND TRAVELS,Volvo Multi Axle B9R A/C Sleeper (2+1),21:25,09:00,11h 35m,2850,36 Seats available,2.7,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),18:00,06:30,12h 30m,INR 1800,14 Seats available,"4.4
416",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,A/C Sleeper (2+1),18:00,06:05,12h 05m,INR 2099,14 Seats available,"4.4
148",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,07:15,13h 15m,INR 1999,5 Seats available,"4.5
509",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),17:00,06:40,13h 40m,INR 1980,12 Seats available,"4.4
258",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,07:10,12h 40m,INR 1999,6 Seats available,"4.3
424",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),19:00,07:30,12h 30m,1863,14 Seats available,"4.0
471",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),18:00,07:50,13h 50m,INR 2127,14 Seats available,"4.4
516",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),17:15,06:30,13h 15m,INR 1999,9 Seats available,"4.6
17",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Jolly Tours and Travels,A/C Sleeper (2+1),18:00,08:10,14h 10m,INR 1599,4 Seats available,"4.3
22",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Butterfly Holidays,VE A/C Sleeper (2+1),17:55,06:45,12h 50m,INR 2399,32 Seats available,"4.5
18",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Limousine Tours & Travels,A/C Sleeper (2+1),17:05,06:30,13h 25m,INR 1900,2 Seats available,"4.3
19",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Rajat Travels,A/C Seater / Sleeper (2+1),18:00,06:35,12h 35m,1710,3 Seats available,"3.6
13",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,A/C Sleeper (2+1),20:30,09:30,13h 00m,INR 2100,20 Seats available,"3.1
292",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),17:00,05:30,12h 30m,INR 1999,19 Seats available,"3.6
82",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Shanta Travels,NON A/C Sleeper (2+1),18:15,07:30,13h 15m,INR 3000,30 Seats available,"3.7
310",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
VKV Travels,A/C Sleeper (2+1),13:30,02:15,12h 45m,1940,17 Seats available,"3.9
254",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
PVS Tours and Travels,A/C Sleeper (2+1),20:05,10:15,14h 10m,INR 3000,32 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
VRL Travels,A/C Seater / Sleeper (2+1),19:00,09:00,14h 00m,INR 1200,1 Seat available,"3.0
55",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sugama Tourist,NON A/C Sleeper (2+1),18:30,07:15,12h 45m,INR 1000,4 Seats available,"3.2
16",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Shanta Travels,NON A/C Sleeper (2+1),18:15,07:30,13h 15m,INR 3000,30 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
DA Transports,A/C Sleeper (2+1),15:30,03:35,12h 05m,INR 3799,32 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
PSR Travels Goa,A/C Seater / Sleeper (2+1),20:05,07:30,11h 25m,INR 3199,40 Seats available,3.5,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
VRL Travels,NON A/C Sleeper (2+1),18:30,08:30,14h 00m,INR 1800,10 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Deepika Tours And Travels,A/C Sleeper (2+1),18:00,06:30,12h 30m,INR 1599,11 Seats available,"1.8
6",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sugama Tourist,NON A/C Sleeper (2+1),17:30,07:18,13h 48m,INR 1000,4 Seats available,"2.5
21",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,NON A/C Sleeper (2+1),18:30,08:30,14h 00m,INR 1500,22 Seats available,"2.5
166",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,INR 1700,7 Seats available,"2.9
103",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
GOWTHAMI TOURS AND TRAVELS,A/C Sleeper (2+1),21:45,08:00,10h 15m,2850,32 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,INR 735,28 Seats available,"3.2
104",https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:00,10h 15m,1139,18 Seats available,"2.9
19",https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
Shirdi Xpress,A/C Sleeper (2+1),17:00,21:30,04h 30m,INR 1280,17 Seats available,"3.3
7",https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
PSR Travels Goa,A/C Sleeper (2+1),17:01,22:30,05h 29m,INR 1600,26 Seats available,3.5,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
Rajat Travels,A/C Seater / Sleeper (2+1),18:00,22:30,04h 30m,1530,3 Seats available,3.2,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
